NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,A,6@2:Lu0mpaC@048j=h0000000000,0*2D|6|1|2268404|0|226010420|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@hvN98048j=h0000000000,0*73|6|1|2268405|0|205420690|0|1|2|
||!AIVDM,1,1,,A,6@2:LuA09OH<048j=h0000000000,0*11|6|1|2268405|0|269057411|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEmTP048j=h0000000000,0*0C|6|1|2268404|0|244700744|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@vvl?`048j=h0000000000,0*11|6|1|2268405|0|264163578|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEH>8048j=h0000000000,0*4A|6|1|2268402|0|244670690|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0nN150048j=h0000000000,0*5A|6|1|2268120|0|228459600|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0r=qOL048j=h0000000000,0*6F|6|1|2268404|0|244180471|0|1|2|
||!AIVDM,1,1,,A,6@2:LuA09Obh048j=h0000000000,0*6F|6|1|2268405|0|269057708|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@tH;8l048j=h0000000000,0*71|6|1|2268405|0|253242509|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjFHU`048j=h0000000000,0*62|6|1|2268402|0|211182170|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jM@`h048j=h0000000000,0*3D|6|1|2268404|0|211632780|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEGVd048j=h0000000000,0*71|6|1|2268402|0|244670059|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@jMgO8048j=h0000000000,0*15|6|1|2268405|0|211664370|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrDhWl048j=h0000000000,0*56|6|1|2268402|0|244630141|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jMl9p048j=h0000000000,0*50|6|1|2268404|0|211669150|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0nH7L@048j=h0000000000,0*53|6|1|2268120|0|228072900|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0mpc<P048j=h0000000000,0*5C|6|1|2268120|0|226012360|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jOEWH048j=h0000000000,0*2D|6|1|2268404|0|211768950|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjIq2`048j=h0000000000,0*33|6|1|2268402|0|211412010|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEHAT048j=h0000000000,0*38|6|1|2268404|0|244670745|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpW3P048j=h0000000000,0*7B|6|1|2268404|0|226008120|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0nBgDP048j=h0000000000,0*0D|6|1|2268404|0|227720520|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0mpT?P048j=h0000000000,0*68|6|1|2268120|0|226005240|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0i0oGH048j=h0000000000,0*77|6|1|2268120|0|205577590|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrHfnD048j=h0000000000,0*45|6|1|2268402|0|244890469|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrH7R<048j=h0000000000,0*50|6|1|2268402|0|244850211|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jMfCP048j=h0000000000,0*00|6|1|2268404|0|211663160|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrE>7t048j=h0000000000,0*79|6|1|2268402|0|244660351|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OPp048j=h0000000000,0*54|6|1|2268402|0|269057550|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@tH;7P048j=h0000000000,0*42|6|1|2268405|0|253242488|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEmhh048j=h0000000000,0*08|6|1|2268404|0|244700940|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpUS@048j=h0000000000,0*09|6|1|2268404|0|226006580|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rFVIh048j=h0000000000,0*11|6|1|2268404|0|244750748|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OEd048j=h0000000000,0*55|6|1|2268402|0|269057371|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEw6h048j=h0000000000,0*4C|6|1|2268404|0|244710508|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@jKI;8048j=h0000000000,0*49|6|1|2268405|0|211510450|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjKI;8048j=h0000000000,0*58|6|1|2268402|0|211510450|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpUUh048j=h0000000000,0*46|6|1|2268402|0|226006620|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEH>8048j=h0000000000,0*2B|6|1|2268404|0|244670690|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpUS@048j=h0000000000,0*68|6|1|2268402|0|226006580|0|1|2|
||!AIVDM,1,1,,A,6@2:LShrEcd`048j=h0000000000,0*7C|6|1|2268303|0|244690634|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OMd048j=h0000000000,0*5D|6|1|2268402|0|269057499|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jGAuP048j=h0000000000,0*1B|6|1|2268404|0|211240920|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPmpOqH048j=h0000000000,0*67|6|1|2268270|0|226000790|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpd@`048j=h0000000000,0*6A|6|1|2268402|0|226013450|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmphj0048j=h0000000000,0*1C|6|1|2268402|0|226018080|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpUVH048j=h0000000000,0*04|6|1|2268404|0|226006630|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@rEGsT048j=h0000000000,0*75|6|1|2268405|0|244670393|0|1|2|
||!AIVDM,1,1,,A,6@2:LuA09N@0048j=h0000000000,0*14|6|1|2268405|0|269056256|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0hshVp048j=h0000000000,0*1B|6|1|2268120|0|205242990|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr;9u`048j=h0000000000,0*56|6|1|2268402|0|244000730|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu109O0D048j=h0000000000,0*61|6|1|2268404|0|269057029|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OG8048j=h0000000000,0*0B|6|1|2268402|0|269057394|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0i09AH048j=h0000000000,0*27|6|1|2268120|0|205530390|0|1|2|
||!AIVDM,1,1,,A,6@2:LuA09Ocl048j=h0000000000,0*6A|6|1|2268405|0|269057725|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrE>Cp048j=h0000000000,0*09|6|1|2268402|0|244660542|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jJINp048j=h0000000000,0*05|6|1|2268404|0|211445230|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0nKO4@048j=h0000000000,0*50|6|1|2268120|0|228293700|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjMRE@048j=h0000000000,0*43|6|1|2268402|0|211650900|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mphB8048j=h0000000000,0*5D|6|1|2268404|0|226017570|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEc8@048j=h0000000000,0*7E|6|1|2268404|0|244690052|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jEb4h048j=h0000000000,0*43|6|1|2268404|0|211134540|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjMiB8048j=h0000000000,0*07|6|1|2268402|0|211666210|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@r<QTH048j=h0000000000,0*21|6|1|2268405|0|244090438|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPht518048j=h0000000000,0*13|6|1|2268402|0|205263890|0|1|2|
||!AIVDM,1,1,,B,6>jHDEgdV55P0480000000000000,0*07|6|0|992351318|3|992351320|0|1|2|
||!AIVDM,1,1,,A,6>jHDEgdV55P0480000000000000,0*04|6|0|992351318|3|992351320|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@r;Ek4048j=h0000000000,0*71|6|1|2268405|0|244012849|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@mpd@`048j=h0000000000,0*7B|6|1|2268405|0|226013450|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEvkT048j=h0000000000,0*4D|6|1|2268402|0|244710201|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@rEm?`048j=h0000000000,0*27|6|1|2268405|0|244700410|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEm?`048j=h0000000000,0*36|6|1|2268402|0|244700410|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEm?`048j=h0000000000,0*57|6|1|2268404|0|244700410|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@htgI`048j=h0000000000,0*70|6|1|2268405|0|205307290|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@rFBWD048j=h0000000000,0*47|6|1|2268405|0|244730485|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0rEvn4048j=h0000000000,0*55|6|1|2268120|0|244710241|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OLh048j=h0000000000,0*50|6|1|2268402|0|269057484|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrDi=h048j=h0000000000,0*39|6|1|2268402|0|244630748|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rE>Wd048j=h0000000000,0*68|6|1|2268404|0|244660859|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPrFLPt048j=h0000000000,0*50|6|1|2268270|0|244740623|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0mpPM0048j=h0000000000,0*7E|6|1|2268120|0|226001360|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjMiCH048j=h0000000000,0*76|6|1|2268402|0|211666230|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjFp<8048j=h0000000000,0*6B|6|1|2268402|0|211214530|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPmp`OH048j=h0000000000,0*76|6|1|2268270|0|226009590|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr?uj`048j=h0000000000,0*01|6|1|2268402|0|244315946|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@rE>Wd048j=h0000000000,0*18|6|1|2268405|0|244660859|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjE@k@048j=h0000000000,0*77|6|1|2268402|0|211108660|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OK0048j=h0000000000,0*0F|6|1|2268402|0|269057456|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjJpKP048j=h0000000000,0*78|6|1|2268402|0|211476920|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjMikp048j=h0000000000,0*66|6|1|2268402|0|211666750|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0hwKb`048j=h0000000000,0*04|6|1|2268404|0|205483690|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OFD048j=h0000000000,0*76|6|1|2268402|0|269057381|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu109OFD048j=h0000000000,0*17|6|1|2268404|0|269057381|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OlH048j=h0000000000,0*50|6|1|2268402|0|269057862|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpgq8048j=h0000000000,0*61|6|1|2268404|0|226017170|0|1|2|
||!AIVDM,1,1,,A,6@2:Ml0mpVQ8048j=h0000000000,0*68|6|1|2268624|0|226007570|0|1|2|
||!AIVDM,1,1,,A,6@2:LShmpd>8048j=h0000000000,0*53|6|1|2268303|0|226013410|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@jJvWh048j=h0000000000,0*4B|6|1|2268405|0|211483260|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpUSp048j=h0000000000,0*39|6|1|2268404|0|226006590|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPmpPGH048j=h0000000000,0*4E|6|1|2268270|0|226001270|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEGft048j=h0000000000,0*51|6|1|2268402|0|244670191|0|1|2|
||!AIVDM,1,1,,A,6@2:LShrDiJ4048j=h0000000000,0*0D|6|1|2268303|0|244630945|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0hw@`H048j=h0000000000,0*39|6|1|2268120|0|205472390|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEGsT048j=h0000000000,0*05|6|1|2268404|0|244670393|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjKIuh048j=h0000000000,0*46|6|1|2268402|0|211511260|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPtH;8l048j=h0000000000,0*60|6|1|2268402|0|253242509|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpdWh048j=h0000000000,0*75|6|1|2268402|0|226013820|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEm5l048j=h0000000000,0*51|6|1|2268404|0|244700253|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEmkH048j=h0000000000,0*2B|6|1|2268404|0|244700982|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0i0vIH048j=h0000000000,0*7C|6|1|2268404|0|205584790|0|1|2|
||!AIVDM,1,1,,A,6@2:LShhuMjH048j=h0000000000,0*5E|6|1|2268303|0|205354790|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jJpJp048j=h0000000000,0*38|6|1|2268404|0|211476910|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn0n7n@0048j=h0000000000,0*09|6|1|2268120|0|227006720|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjMhkP048j=h0000000000,0*47|6|1|2268402|0|211665720|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr=ghp048j=h0000000000,0*03|6|1|2268402|0|244170510|0|1|2|
||!AIVDM,1,1,,A,6@2:L;hmpOR@048j=h0000000000,0*04|6|1|2268207|0|226000420|0|1|2|
||!AIVDM,1,1,,A,6@2:Ml0nHQph048j=h0000000000,0*25|6|1|2268624|0|228099980|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEHED048j=h0000000000,0*4D|6|1|2268402|0|244670805|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0mpT4@048j=h0000000000,0*6F|6|1|2268404|0|226005060|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@kGGVP048j=h0000000000,0*4F|6|1|2268405|0|215441000|0|1|2|
||!AIVDM,1,1,,A,6@2:L;hmpgg8048j=h0000000000,0*61|6|1|2268207|0|226017010|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rE>7t048j=h0000000000,0*18|6|1|2268404|0|244660351|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09Ns0048j=h0000000000,0*36|6|1|2268402|0|269056944|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPi0RG`048j=h0000000000,0*1F|6|1|2268402|0|205556090|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjF2Bh048j=h0000000000,0*07|6|1|2268402|0|211159340|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu109OLh048j=h0000000000,0*31|6|1|2268404|0|269057484|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@r;C0d048j=h0000000000,0*7C|6|1|2268405|0|244009995|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr;C0d048j=h0000000000,0*6D|6|1|2268402|0|244009995|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu@jIq2`048j=h0000000000,0*22|6|1|2268405|0|211412010|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPjPmp`048j=h0000000000,0*74|6|1|2268402|0|211867530|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu109OEd048j=h0000000000,0*34|6|1|2268404|0|269057371|0|1|2|
||!AIVDM,1,1,,A,6@2:LtQ09OlP048j=h0000000000,0*48|6|1|2268402|0|269057864|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jK@l8048j=h0000000000,0*67|6|1|2268404|0|211501890|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEmOD048j=h0000000000,0*03|6|1|2268404|0|244700661|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0jO1FP048j=h0000000000,0*50|6|1|2268404|0|211748200|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rFBdP048j=h0000000000,0*10|6|1|2268404|0|244730568|0|1|2|
||!AIVDM,1,1,,A,6@2:Kn20AE10048j=h0000000000,0*79|6|1|2268120|0|538006544|0|1|2|
||!AIVDM,1,1,,A,6@2:LFPhs9FH048j=h0000000000,0*2D|6|1|2268250|0|205202790|0|1|2|
||!AIVDM,1,1,,A,6@2:LuA09Od4048j=h0000000000,0*35|6|1|2268405|0|269057729|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPmpWoH048j=h0000000000,0*61|6|1|2268270|0|226008950|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEGTd048j=h0000000000,0*12|6|1|2268404|0|244670027|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrEvw<048j=h0000000000,0*39|6|1|2268402|0|244710387|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpUU8048j=h0000000000,0*16|6|1|2268402|0|226006610|0|1|2|
||!AIVDM,1,1,,A,6@2:Lu0rEmKh048j=h0000000000,0*2B|6|1|2268404|0|244700604|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPmpP`@048j=h0000000000,0*61|6|1|2268270|0|226001540|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr=9RT048j=h0000000000,0*43|6|1|2268402|0|244131369|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPrE4t`048j=h0000000000,0*24|6|1|2268402|0|244650954|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPmpP?p048j=h0000000000,0*31|6|1|2268402|0|226001150|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPr<K5P048j=h0000000000,0*53|6|1|2268402|0|244083800|0|1|2|
||!AIVDM,1,1,,A,6@2:LKPr<wol048j=h0000000000,0*36|6|1|2268270|0|244121469|0|1|2|
||!AIVDM,1,1,,A,6@2:LtPi10FH048j=h0000000000,0*55|6|1|2268402|0|205586790|0|1|2|
||!AIVDM,1,1,,A,605fle7eMs1H04<0@00000000000,0*17|6|0|6010036|1|996011030|0|1|3|
||!AIVDM,1,1,,B,647ltf00b=A@04@0@0000:00000000000000000,2*0C|6|0|276643000|0|2766100|0|1|4|
||!AIVDM,1,1,,B,647ltf00b=A@050000,4*31|6|0|276643000|0|2766100|0|1|16|
||!AIVDM,1,1,,A,63P>@I`0000006P020,4*74|6|0|235114598|2|0|0|1|40|
||!AIVDM,1,1,,A,63P>@I`0000206P020,4*76|6|0|235114598|2|0|1|1|40|
||!AIVDM,1,1,,B,63P>@I`0000206P020,4*75|6|0|235114598|2|0|1|1|40|
||!AIVDM,1,1,,B,63uP>j00`QJ<06P000,4*74|6|0|265817800|0|2655651|0|1|40|
||!AIVDM,1,1,,A,63P<OP40000006P020,4*34|6|0|235085696|1|0|0|1|40|
||!AIVDM,1,1,,B,65B=TJ00bA6p06P0F0,4*36|6|0|354641000|0|2770030|0|1|40|
||!AIVDM,1,1,,B,63P<OP40000206P020,4*35|6|0|235085696|1|0|1|1|40|
||!AIVDM,1,1,,A,63P>@Id0000006P020,4*70|6|0|235114598|3|0|0|1|40|
||!AIVDM,1,1,,A,63P>@Id0000206P020,4*72|6|0|235114598|3|0|1|1|40|
||!AIVDM,1,1,,B,63P>@Id0000206P020,4*71|6|0|235114598|3|0|1|1|40|
||!AIVDM,1,1,,A,63uP>j00`QJ<06P000,4*77|6|0|265817800|0|2655651|0|1|40|
||!AIVDM,1,1,,B,63P<OP80000206P020,4*39|6|0|235085696|2|0|1|1|40|
||!AIVDM,1,1,,A,63P>@IP0000006P020,4*44|6|0|235114598|0|0|0|1|40|
||!AIVDM,1,1,,A,63P>@IP0000206P020,4*46|6|0|235114598|0|0|1|1|40|
||!AIVDM,1,1,,B,63P>@IP0000206P020,4*45|6|0|235114598|0|0|1|1|40|
||!AIVDM,1,1,,A,6>jLaW00TuEL078GoS<w4m<jA74G00A@80T2RN80000,2*5A|6|0|992422300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jHDn@0SJFd078Guc=E`;AJM34B00;@0002RU80000,2*67|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,A,6>jLmf00TuEL078GoRu44lmQ=5DE00;00002QQ80000,2*71|6|0|992425400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLiK00TuEL078GoT8gTlw=E8lL00@h80P2Pm80000,2*74|6|0|992424300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLu900TuEL078GoSer4lj:U8lH00?@50T2P180000,2*39|6|0|992427300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLmE00TuEL078GoTcc4lrm14l?00>h60H2PD80000,2*5E|6|0|992425300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM4u00TuEL078GoRgV4lgSM7lH00?P80`2SG80000,2*3D|6|0|992429300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq?00TuEL078GoT=uTlnbi4l?00@030L2Pm80000,2*55|6|0|992426300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM1L00TuEL078GoRPL4lasM5T?00Ah<0l2RD80000,2*0B|6|0|992428400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLil00TuEL078GoRTs4lbtE0T20@:00002S;80000,2*30|6|0|992424400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq`00TuEL078GoR1CTlb0U4TA00=00002Qe80000,2*19|6|0|992426400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jAV;@JOJtL078Owah3U`qj<v3P00>030@2QM800P0000000000,0*6E|6|0|992241197|0|111111111|0|1|50|
||!AIVDM,1,1,,A,6>jLuR00TuEL078GoQssTlat154C00=@0003Qe80000,2*6F|6|0|992427400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jHDn@0SJFd078Guc=F`;AK53DC00;@0002jU80000,2*57|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,B,6>jLaW00TuEL078GoS=34m<iM7DF00A@80`2RN80000,2*56|6|0|992422300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLeQ00TuEL078GoSIrTm5Clvki00?@;0h2PD90000,2*3E|6|0|992423300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM5F00TuEL078GoRVDTlbkm44700@@70d2RD80000,2*10|6|0|992429400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jHDn@0SJFd078Guc=R`;AJ13DA00;@0002RU80000,2*7F|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,B,6>jLmf00TuEL078GoRu2TlmQI5TF00;00002iQ80000,2*4B|6|0|992425400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLiK00TuEL078GoT8l4lw;E9DK00@h90T2Pm80000,2*31|6|0|992424300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLb000TuEL078GoS>G4laj14l>00?@:0l2Pm80000,2*64|6|0|992422400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLu900TuEL078GoSem4lj:Q84H00?P70T2P180000,2*6B|6|0|992427300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLmE00TuEL078GoTcd4lrmE4l>00>h60H2PD80000,2*2F|6|0|992425300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM4u00TuEL078GoRgRTlgTA7lF00?h80`2SG80000,2*67|6|0|992429300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLq?00TuEL078GoT=qTlnd14l>00@030L2Pm80000,2*0D|6|0|992426300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM1300TuEL078GoRa24lho574H00?P80L2P980000,2*5D|6|0|992428300|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jM1L00TuEL078GoRPL4lasM5T>00Ah<0p2RD80000,2*15|6|0|992428400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLil00TuEL078GoRTs4lbtE0T10@:@0002S;80000,2*40|6|0|992424400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLq`00TuEL078GoR1FTlb0Q4TA00=00002Qe80000,2*1B|6|0|992426400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jLuR00TuEL078GoQt14lasA5TC00=00003Qe80000,2*2E|6|0|992427400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jHDn@0SJFd078Guc=I8;AJE34A00;00002jU80000,2*73|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,A,6>jLaW00TuEL078GoS<w4m<iI74H00@h90`3RN80000,2*43|6|0|992422300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLeQ00TuEL078C?8mP=18D0vkl00?@;0h8PD90000,2*68|6|0|992423300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM5F00TuEL078GoRVHTlbiq3l900@@70d3BD80000,2*41|6|0|992429400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jHDn@0SJFd078Guc=J`;AJA34C00;@0002RU80000,2*65|6|0|992351449|0|2320747|0|1|50|
||!AIVDM,1,1,,A,6>jLmf00TuEL078GoRtu4lmSA5DE00;@0002QQ80000,2*3F|6|0|992425400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLiK00TuEL078C?8mP=18D194K00A070T5Pm80000,2*53|6|0|992424300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLb000TuEL078C?8mP=18D14l?00?P;0p40m80000,2*55|6|0|992422400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLu900TuEL078C?8mP=18D18DK00?@80T9@180000,2*0D|6|0|992427300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM4u00TuEL078C?8mP=18D17TH00?h80d3SG80000,2*6A|6|0|992429300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq?00TuEL078GoT=nTlndA4T>00@030L?@m80000,2*44|6|0|992426300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM1300TuEL078GoRa1TlhoQ74I00?h90P6h980000,2*41|6|0|992428300|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jM1L00TuEL078GoRPL4lasM5T?00Ah<0p3BD80000,2*06|6|0|992428400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLil00TuEL078GoRTs4lbtE0l20@:00003S;80000,2*09|6|0|992424400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jLq`00TuEL078GoR1BTlb0Q4TA00=00003ie80000,2*25|6|0|992426400|0|2422103|0|1|50|
||!AIVDM,1,1,,A,6>jAV;@JOJtL078Owah25`qjhv3r00=h30@4iM800P0000000000,0*1C|6|0|992241197|0|111111111|0|1|50|
||!AIVDM,1,1,,A,6>jLuR00TuEL078GoQswTlauU54C00=00003Qe80000,2*7E|6|0|992427400|0|2422103|0|1|50|
||!AIVDM,1,1,,B,6>jHDn@0SJFd078Guc=D8;AJM3DA00;@00032U80000,2*2F|6|0|992351449|0|2320747|0|1|50|
