NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|SEQNO|DEST|RETRANS|DAC|FID|SUB
||!AIVDM,1,1,,B,6>jQM4d0V:C0?`b60000P00V,0*29|6|0|992501010|3|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQM9l0V:C0?`b7`?Q0P00Q,0*14|6|0|992501031|1|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQM4P0V:C0?`b60000P00V,0*1E|6|0|992501010|0|2500912|0|250|10|
||!AIVDM,1,1,,B,6NjHC7H0V:C0?`b5P000P00:,0*6E|6|1|992351005|2|2500912|0|250|10|
||!AIVDM,1,1,,A,6NjQMhp0V:C0?`b38PQtP02@,0*4E|6|1|992501187|2|2500912|0|250|10|
||!AIVDM,1,1,,B,6NjQMLt0V:C0?`b10000P00K,0*2B|6|1|992501107|3|2500912|0|250|10|
||!AIVDM,1,1,,B,6NjQMEl0V:C0?`b98KQfP00U,0*68|6|1|992501079|1|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQM9p0V:C0?`b7`?Q0P00Q,0*0B|6|0|992501031|2|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQMQ00V:C0?`b50000P001,0*7F|6|0|992501124|0|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQM4T0V:C0?`b60000P00U,0*1A|6|0|992501010|1|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQM9t0V:C0?`b7`@Q0P00P,0*72|6|0|992501031|3|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQM4`0V:C0?`b60000P00U,0*2D|6|0|992501010|2|2500912|0|250|10|
||!AIVDM,1,1,,A,6NjHC7L0V:C0?`b5P000P00:,0*69|6|1|992351005|3|2500912|0|250|10|
||!AIVDM,1,1,,B,6NjQMht0V:C0?`b38PQtP02@,0*49|6|1|992501187|3|2500912|0|250|10|
||!AIVDM,1,1,,A,6NjQMLh0V:C0?`b10000P00K,0*34|6|1|992501107|0|2500912|0|250|10|
||!AIVDM,1,1,,A,6NjQMEp0V:C0?`b98KQfP00T,0*76|6|1|992501079|2|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jQM9h0V:C0?`b7`?PtP00P,0*57|6|0|992501031|0|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQMQ40V:C0?`b50000P001,0*78|6|0|992501124|1|2500912|0|250|10|
||!AIVDM,1,1,,B,6>jQM4d0V:C0?`b60000P00U,0*2A|6|0|992501010|3|2500912|0|250|10|
||!AIVDM,1,1,,B,602=aV40V:C0?`av8QR0Q005,0*27|6|0|2320792|1|2500912|0|250|10|
||!AIVDM,1,1,,A,6>jAVn`00000@Wi5P000800,2*7C|6|0|992241370|2|0|0|265|60|
||!AIVDM,1,1,,B,6>jAVnd00000@Wi5P000800,2*7B|6|0|992241370|3|0|0|265|60|
||!AIVDM,1,1,,B,6>jAVoH00000@Wi20300800,2*32|6|0|992241373|2|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVnP00000@Wi5P000800,2*4C|6|0|992241370|0|0|0|265|60|
||!AIVDM,1,1,,B,6>jAVnT00000@Wi5P000800,2*4B|6|0|992241370|1|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVr`00000@Whwh008800,0*11|6|0|992241386|2|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVoL00000@Wi2@300800,2*45|6|0|992241373|3|0|0|265|60|
||!AIVDM,1,1,,B,6>jAVo@00000@Wi2@300800,2*4A|6|0|992241373|0|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVrd00000@Wi00008800,0*0B|6|0|992241386|3|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVrP00000@Whwh008800,0*21|6|0|992241386|0|0|0|265|60|
||!AIVDM,1,1,,A,6>jAVoD00000@Wi2@300800,2*4D|6|0|992241373|1|0|0|265|60|
||!AIVDM,1,1,,B,6>jAVoH00000@Wi2@300800,2*42|6|0|992241373|2|0|0|265|60|
|!AIVDM,2,1,3,A,6030otA;Er`8Ch82eC7`0C1kk@H1DEBCSn88883>4sDhU<i=tk3Rm<=C,0*01|!AIVDM,2,2,3,A,<CO<hoeCqP00000000,4*1D|6|0|3160049|0|316009090|0|316|2|2
|!AIVDM,2,1,5,A,6030otA;Er`8Ch82eC7`0C1kk@H1DEBCSn88883>4sDhU<i=tk3Rm<=C,0*07|!AIVDM,2,2,5,A,<CO<hoeCqP00000000,4*1B|6|0|3160049|0|316009090|0|316|2|2
|!AIVDM,2,1,5,A,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*30|!AIVDM,2,2,5,A,<CO9;5eI04k4op8800,4*78|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,6,A,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*33|!AIVDM,2,2,6,A,<CO9;5eI04k4op8800,4*7B|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,3,A,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*36|!AIVDM,2,2,3,A,<CO9;5eI04k4op8800,4*7E|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,8,B,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*3E|!AIVDM,2,2,8,B,<CO9;5eI04k4op8800,4*76|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,3,B,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*35|!AIVDM,2,2,3,B,<CO9;5eI04k4op8800,4*7D|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,6,B,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*30|!AIVDM,2,2,6,B,<CO9;5eI04k4op8800,4*78|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,1,B,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C,0*37|!AIVDM,2,2,1,B,<CO9;5eI04k4op8800,4*7F|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,3,A,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C<CO9,0*3F|!AIVDM,2,2,3,A,;5eI04k4op8800,4*77|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,5,B,6030ot1;Eka@Ch82eAh1S3lQCPiH4l2DRE0UD`8881001<i=tU8vmQ0C<CO9,0*3A|!AIVDM,2,2,5,B,;5eI04k4op8800,4*72|6|0|3160048|0|316001940|0|316|2|2
|!AIVDM,2,1,7,A,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*75|!AIVDM,2,2,7,A,<CO<lGeB@4k4op8800,4*21|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,9,A,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*7B|!AIVDM,2,2,9,A,<CO<lGeB@4k4op8800,4*2F|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,2,A,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*70|!AIVDM,2,2,2,A,<CO<lGeB@4k4op8800,4*24|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,7,A,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C<CO<,0*79|!AIVDM,2,2,7,A,lGeB@4k4op8800,4*2D|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,1,B,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*70|!AIVDM,2,2,1,B,<CO<lGeB@4k4op8800,4*24|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,8,B,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*79|!AIVDM,2,2,8,B,<CO<lGeB@4k4op8800,4*2D|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,9,B,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C,0*78|!AIVDM,2,2,9,B,<CO<lGeB@4k4op8800,4*2C|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,9,B,6030ot20AIT@Ch82eAh5jAiCk`888888883<<`888;DL1<i=tk3>m80C<CO<,0*74|!AIVDM,2,2,9,B,lGeB@4k4op8800,4*20|6|0|3160048|0|538011204|0|316|2|2
|!AIVDM,2,1,3,A,6030otA;FDl4Ch82eAh0C1kk@H2CSSmPE3hTddH88;DL1<i=tk3Rm70C,0*7C|!AIVDM,2,2,3,A,<CO<hoeBh4k4op8800,4*21|6|0|3160049|0|316035905|0|316|2|2
|!AIVDM,2,1,9,A,6030otA;FDl4Ch82eAh0C1kk@H2CSSmPE3hTddH88;DL1<i=tk3Rm70C<CO<,0*7A|!AIVDM,2,2,9,A,hoeBh4k4op8800,4*27|6|0|3160049|0|316035905|0|316|2|2
|!AIVDM,2,1,4,A,6030otA;Er`8Ch82eAh0C1kk@H1DEBCSn83<>8888;DL1<i=tk3Nm;0C<CO<,0*19|!AIVDM,2,2,4,A,n5eC04k4op8800,4*2F|6|0|3160049|0|316009090|0|316|2|2
|!AIVDM,2,1,5,A,6030ot@u=r60Ch82eAh4Q`4m1C30H888880tM`888;DL1<i=tk3Rm90C<CO<,0*2C|!AIVDM,2,2,5,A,hoeC@4k4op8800,4*02|6|0|3160049|0|256764000|0|316|2|2
|!AIVDM,2,1,9,B,6030ot@u=r60Ch82eAh4Q`4m1C30H888880tM`888;DL1<i=tk3Rm90C<CO<,0*23|!AIVDM,2,2,9,B,hoeC@4k4op8800,4*0D|6|0|3160049|0|256764000|0|316|2|2
|!AIVDM,2,1,0,B,6030otA;EwNhCh82eAh0C1kk@H4m4SkQiRC1l8888;DH1<i=tk3Rm:0C,0*54|!AIVDM,2,2,0,B,<CO<hoeC@4k4op8800,4*08|6|0|3160049|0|316014060|0|316|2|2
|!AIVDM,2,1,1,A,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*62|!AIVDM,2,2,1,A,<CO<hpeBh4k4op8800,4*3C|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,5,A,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*66|!AIVDM,2,2,5,A,<CO<hpeBh4k4op8800,4*38|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,3,A,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*60|!AIVDM,2,2,3,A,<CO<hpeBh4k4op8800,4*3E|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,4,A,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*67|!AIVDM,2,2,4,A,<CO<hpeBh4k4op8800,4*39|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,4,B,6030otA;EwNhCh82eAh0C1kk@H4m4SkQiRC1l8888;DH1<i=tk3Rm:0C<CO<,0*5C|!AIVDM,2,2,4,B,hoeC@4k4op8800,4*00|6|0|3160049|0|316014060|0|316|2|2
|!AIVDM,2,1,5,A,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C<CO<,0*6A|!AIVDM,2,2,5,A,hpeBh4k4op8800,4*34|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,2,B,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*62|!AIVDM,2,2,2,B,<CO<hpeBh4k4op8800,4*3C|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,1,B,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*61|!AIVDM,2,2,1,B,<CO<hpeBh4k4op8800,4*3F|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,4,B,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C,0*64|!AIVDM,2,2,4,B,<CO<hpeBh4k4op8800,4*3A|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,5,A,6030otA;EwNhCh82eAh0C1kk@H4m4SkQiRC1l8888;DH1<i=tk3Rm:0C,0*52|!AIVDM,2,2,5,A,<CO<hoeC@4k4op8800,4*0E|6|0|3160049|0|316014060|0|316|2|2
|!AIVDM,2,1,8,A,6030otA;F900Ch82eAh0PBAH0kkA@EH8883>3`888;DL1<i=tk3Nm90C,0*0D|!AIVDM,2,2,8,A,<CO<n5eBP4k4op8800,4*4E|6|0|3160049|0|316023808|0|316|2|2
|!AIVDM,2,1,4,B,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*00|!AIVDM,2,2,4,B,<CO9;5eH@4k4op8800,4*0B|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,6,B,6030ot20AFAlCh82eAh1QA1DPC83PAhDPH3<=`888;DL1<i=tk3Nm80C<CO<,0*6A|!AIVDM,2,2,6,B,hpeBh4k4op8800,4*34|6|0|3160048|0|538007837|0|316|2|2
|!AIVDM,2,1,0,A,6030otA;F900Ch82eAh0PBAH0kkA@EH8883>3`888;DL1<i=tk3Nm90C<CO<,0*09|!AIVDM,2,2,0,A,n5eBP4k4op8800,4*4A|6|0|3160049|0|316023808|0|316|2|2
|!AIVDM,2,1,2,B,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C<CO9,0*0F|!AIVDM,2,2,2,B,;5eH@4k4op8800,4*04|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,6,B,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*02|!AIVDM,2,2,6,B,<CO9;5eH@4k4op8800,4*09|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,7,B,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*03|!AIVDM,2,2,7,B,<CO9;5eH@4k4op8800,4*08|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,8,B,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*0C|!AIVDM,2,2,8,B,<CO9;5eH@4k4op8800,4*07|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,8,B,6030otA;F900Ch82eAh0PBAH0kkA@EH8883>3`888;DL1<i=tk3Nm90C,0*0E|!AIVDM,2,2,8,B,<CO<n5eBP4k4op8800,4*4D|6|0|3160049|0|316023808|0|316|2|2
|!AIVDM,2,1,9,A,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*0E|!AIVDM,2,2,9,A,<CO9;5eH@4k4op8800,4*05|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,3,A,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C,0*04|!AIVDM,2,2,3,A,<CO9;5eH@4k4op8800,4*0F|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,3,B,6030otA;F900Ch82eAh0PBAH0kkA@EH8883>3`888;DL1<i=tk3Nm90C<CO<,0*09|!AIVDM,2,2,3,B,n5eBP4k4op8800,4*4A|6|0|3160049|0|316023808|0|316|2|2
|!AIVDM,2,1,4,A,6030ot1;EkF<Ch82eAh4U823k`40EC82`845l8888;D@1<i=tU8vmF0C<CO9,0*0A|!AIVDM,2,2,4,A,;5eH@4k4op8800,4*01|6|0|3160048|0|316001635|0|316|2|2
|!AIVDM,2,1,5,A,6030otA;EwNhCh82eAh0C1kk@H4m4SkQiRC1l8888;DH1<i=tk3Rm:0C<CO<,0*5E|!AIVDM,2,2,5,A,hoeC@4k4op8800,4*02|6|0|3160049|0|316014060|0|316|2|2
|!AIVDM,2,1,2,A,6030otA;Er`8Ch82eC;H0C1kk@H1DEBCSn88883<>;Dja<i=tk3Nm@7C,0*38|!AIVDM,2,2,2,A,<CO<n5eDAh00000000,4*4F|6|0|3160049|0|316009090|0|316|2|2
|!AIVDM,2,1,2,A,6030otA;Er`8Ch82eC;H0C1kk@H1DEBCSn88883<>;Dja<i=tk3Nm@7C<CO<,0*34|!AIVDM,2,2,2,A,n5eDAh00000000,4*43|6|0|3160049|0|316009090|0|316|2|2
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFP0Ovnhs2Qh01u01u001`0000001p0,4*34|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFT0Ovnhs2Qh01v01u001`0000001p0,4*33|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM?000000KS?e5GCi7rKEDQLP4uLs61K22001w000@?H00003h0,4*31|6|0|994401596|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEF`0Ovnhs2Qh01v01u001`0000001p0,4*07|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM:l00000KS?e5GBe7rKEFQ@P4cts3twRQO01a0018dH004@000,4*5E|6|0|994401579|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM:t00000KS?e5GBe7rKEFQ@P4cts3twRQO01a0018dH004@000,4*45|6|0|994401579|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM=<00000KS?e5GCA7rKEFa8P2:TrvBbC1v01w000p000000000,4*33|6|0|994401588|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<l00000KS?e5GC=7rKEFbTP1U`s2wH21w01u000h0000003h0,4*42|6|0|994401587|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM<t00000KS?e5GC=7rKEFbTP1U`s2wH21w01u000h0000003h0,4*59|6|0|994401587|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEJvWfJjOtKS?e5Fga7rKEFW0RAatqtV622802E000H000000000,4*1C|6|0|994401018|1|999999999|0|440|51|
||!AIVDM,1,1,,B,6>lEJvgfJjOtKS?e5Fga7rKEFW0RAatqtV622802E000H000000000,4*2F|6|0|994401018|3|999999999|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFd0Ovnhs2Qh01v01u001`0000001p0,4*03|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEFd0P4J8s2Op02PEjW001P0000R@000,4*00|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEFh0P4J8s2Op02PEjW001P0000R@000,4*0C|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFh0Ovnhs2Qh01v01u001`0000001p0,4*0F|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEK5@0;BhtKS?e5FiE7rKEFhlR?t@qt3sR1s01u000H>800=0000,4*47|6|0|994401045|0|740111|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFl0Ovnhs2Qh01v01u001`0000001p0,4*0B|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM:l00000KS?e5GBe7rKEFl0P4cts3u1RQO01a001hdP0058000,4*66|6|0|994401579|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM=<00000KS?e5GCA7rKEFk0P2:TrvB`C1v01w000p000000000,4*30|6|0|994401588|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<t00000KS?e5GC=7rKEFldP1UTs2wF21w01u000p0000003h0,4*46|6|0|994401587|3|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM<l00000KS?e5GC=7rKEFldP1UTs2wF21w01u000p0000003h0,4*5D|6|0|994401587|1|0|0|440|51|
||!AIVDM,1,1,,A,6>lEJvWfJjOtKS?e5Fga7rKEFi8RAatqtV422802E000H000000000,4*28|6|0|994401018|1|999999999|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEFp0P4J8s2Op02PEjW001P0000R@000,4*14|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEFp0Ovnhs2Qh01v01u001`0000001p0,4*17|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM>h00000KS?e5GCe7rKEFt0Ovnhs2Qh01v01u001`0000001p0,4*10|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEK5@0;BhtKS?e5FiE7rKEFrdR?t<qt3rR1v01w000`3@00=H000,4*0A|6|0|994401045|0|740111|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEG00Ovnhs2Qh01v01u001`0000001p0,4*56|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEG00P4J8s2Op02PEjW001P0000R@000,4*55|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM:t00000KS?e5GBe7rKEFu@P4cps3u1RQO01a000pdH4@2@000,4*19|6|0|994401579|3|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM=<00000KS?e5GCA7rKEFu8P2:PrvBbC1v01w000h000p00000,4*78|6|0|994401588|3|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM<l00000KS?e5GC=7rKEFvTP1U`s2wH21r01v000H0000004h0,4*74|6|0|994401587|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEJvgfJjOtKS?e5Fga7rKEFs0RAatqtV662802F000H000000000,4*0C|6|0|994401018|3|999999999|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEG40Ovnhs2Qh01v01u001`0000001p0,4*52|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEU1h0;C`HKS?e5I@M7rKEG8LQ1r`sCvFR1t01u000H00000p000,4*3D|6|0|994403591|0|740998|0|440|51|
||!AIVDM,1,1,,B,6>lEM>h00000KS?e5GCe7rKEG80Ovnhs2Qh01v01u001`0000001p0,4*5D|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEG80P4J8s2Op02PEjW001P0000R@000,4*5D|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lETtge5I@4KS?e5I?97mSoG84QK5ps@PFR1v02;003`000000000,4*0A|6|0|994403570|3|994403585|0|440|51|
||!AIVDM,1,1,,B,6>lEM?000000KS?e5GCi7rKEDQLP4uLs61K22001w000@?H00003h0,4*32|6|0|994401596|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEG<0P4J4s2Op02PEjW001P0000R@000,4*55|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEK5@0;BhtKS?e5FiE7rKEG4lR?t@qt3qR1s01t000H=P00HP000,4*64|6|0|994401045|0|740111|0|440|51|
||!AIVDM,1,1,,A,6>lEM;h00000KS?e5GBu7rKEG:PP0ktrukN224021000h0000002h0,4*24|6|0|994401583|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEG<0Ovnhs2Qh01v01u001`0000001p0,4*5A|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM:t00000KS?e5GBe7rKEG6LP4cts3u3RQO01a000PeH3p4H000,4*49|6|0|994401579|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM:l00000KS?e5GBe7rKEG6LP4cts3u3RQO01a000PeH3p4H000,4*52|6|0|994401579|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM=400000KS?e5GCA7rKEG70P2:TrvB`S1v01w000h180000000,4*64|6|0|994401588|1|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM=<00000KS?e5GCA7rKEG70P2:TrvB`S1v01w000h180000000,4*6F|6|0|994401588|3|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM<t00000KS?e5GC=7rKEG8dP1UTs2wH21w01v000P0000003h0,4*3D|6|0|994401587|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEG@0P4J8s2Op02PEjW001P0000R@000,4*25|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEG@0Ovnhs2Qh01v01v001`0000002h0,4*3E|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM>h00000KS?e5GCe7rKEGD0Ovnhs2Qh01v01u001`0000001p0,4*22|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<P00000KS?e5GC97rKEGD0P4J8s2Op02PEjW001P0000R@000,4*21|6|0|994401586|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEK5@0;BhtKS?e5FiE7rKEG>dR?t<qt3qR1v01w000H=800@`000,4*4C|6|0|994401045|0|740111|0|440|51|
||!AIVDM,1,1,,A,6>lEM;h00000KS?e5GBu7rKEGFPP0ktrukP22302100180000003h0,4*11|6|0|994401583|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM>h00000KS?e5GCe7rKEGH0Ovnhs2Qh01v01u001`0000001p0,4*2D|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM:h00000KS?e5GBe7rKEGI@P4cts3u3RQO01a001@dH000P000,4*6A|6|0|994401579|0|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM:t00000KS?e5GBe7rKEGI@P4cts3u3RQO01a001@dH000P000,4*75|6|0|994401579|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM=800000KS?e5GCA7rKEGA8P2:TrvB`C1v01w000p000000000,4*14|6|0|994401588|2|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM=400000KS?e5GCA7rKEGA8P2:TrvB`C1v01w000p000000000,4*1B|6|0|994401588|1|0|0|440|51|
||!AIVDM,1,1,,A,6>lEM<l00000KS?e5GC=7rKEGBTP1U`s2wH21w01v000h0000003h0,4*60|6|0|994401587|1|0|0|440|51|
||!AIVDM,1,1,,B,6>lEM<t00000KS?e5GC=7rKEGBTP1U`s2wH21w01v000h0000003h0,4*7B|6|0|994401587|3|0|0|440|51|
||!AIVDM,1,1,,A,6>lEJvWfJjOtKS?e5Fga7rKEGI8RAatqtV622802E000P000000000,4*13|6|0|994401018|1|999999999|0|440|51|
||!AIVDM,1,1,,B,6>lEJvgfJjOtKS?e5Fga7rKEGI8RAatqtV622802E000P000000000,4*20|6|0|994401018|3|999999999|0|440|51|
||!AIVDM,1,1,,B,6>lEM>h00000KS?e5GCe7rKEGL0Ovnhs2Qh01v01u001`0000001p0,4*29|6|0|994401595|0|0|0|440|51|
||!AIVDM,1,1,,B,6Nm>=<T000clQD53`;00GF0,2*1F|6|1|995331378|1|701|0|533|1|
||!AIVDM,1,1,,A,6>m>;`D000clQD52`B00CD0,2*58|6|0|995330977|1|701|0|533|1|
||!AIVDM,1,1,,A,6Nm><<T000clQD51T700CD0,2*21|6|1|995331122|1|701|0|533|1|
||!AIVDM,1,1,,B,6Nm>=<4000clQD54HH00GD0,2*21|6|1|995331376|1|701|0|533|1|
||!AIVDM,1,1,,B,6>m>=;l000clQD51p700GD0,2*4C|6|0|995331375|1|701|0|533|1|
