NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl61<5,0*0D|!AIVDM,2,2,6,B,DiB223JVP004hLt<4p4@622223JVP00,2*20|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*06|!AIVDM,2,2,3,B,61<5DiB223JVP004hLt<4p4@622223JVP00,2*2B|8|0|3160048|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*6A|!AIVDM,2,2,7,B,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*17|8|0|3160048|316|2|
|!AIVDM,2,1,8,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*65|!AIVDM,2,2,8,B,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*18|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*68|!AIVDM,2,2,5,B,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*15|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*69|!AIVDM,2,2,4,B,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*14|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*6E|!AIVDM,2,2,3,B,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*13|8|0|3160048|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl60E5,0*1C|!AIVDM,2,2,7,B,DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*61|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*67|!AIVDM,2,2,9,A,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*1A|8|0|3160048|316|2|
|!AIVDM,2,1,5,A,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*6B|!AIVDM,2,2,5,A,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*16|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8h3OwjQ?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*45|!AIVDM,2,2,2,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*29|8|3|3669962|316|2|
|!AIVDM,2,1,5,A,8030otA?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*1B|!AIVDM,2,2,5,A,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*16|8|0|3160049|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl60E5,0*10|!AIVDM,2,2,8,A,DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*6D|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8h3OwjQ?0P6m70C<CO2?loRRgU;l500P59HE=B1=0U8UB3JUP004hLtl,0*44|!AIVDM,2,2,3,A,61<5DiB223JVP004hLt<4p4@622223JVP00,2*28|8|3|3669962|316|2|
|!AIVDM,2,1,4,A,8h3OwjQ?0P6m70C<CO<hinslTTtR90084TF0<tlD5F2223JWP004hLtl,0*2B|!AIVDM,2,2,4,A,60E5DTpuR3J`0004hLtl60TppuH5@wJ`P00,2*17|8|3|3669962|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*47|!AIVDM,2,2,3,A,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*4A|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*4D|!AIVDM,2,2,9,A,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*40|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030otA?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*30|!AIVDM,2,2,4,A,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*4D|8|0|3160049|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@D4n1,0*6A|!AIVDM,2,2,1,A,0ThF23JU0004hLt<4p4@622223JaP00,2*67|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*43|!AIVDM,2,2,4,B,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*4E|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*42|!AIVDM,2,2,5,B,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*4F|8|0|3160048|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*4E|!AIVDM,2,2,9,B,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*43|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@D4n1,0*6A|!AIVDM,2,2,2,B,0ThF23JU0004hLt<4p4@622223JaP00,2*67|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030os1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*6D|!AIVDM,2,2,6,A,4p4@622223Js000,2*2E|8|0|3160044|316|2|
|!AIVDM,2,1,7,A,8030otA?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*1B|!AIVDM,2,2,7,A,4p4@622223Js000,2*2F|8|0|3160049|316|2|
|!AIVDM,2,1,0,A,8030otA?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*1C|!AIVDM,2,2,0,A,4p4@622223Js000,2*28|8|0|3160049|316|2|
|!AIVDM,2,1,4,A,8030otA?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<4p4@,0*28|!AIVDM,2,2,4,A,622223Js000,2*1C|8|0|3160049|316|2|
|!AIVDM,2,1,6,B,8030otA?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl60pT,0*6D|!AIVDM,2,2,6,B,4L5863JU000P59HE=B1=0U8UB3JWP00,2*58|8|0|3160049|316|2|
|!AIVDM,2,1,0,A,8030otA?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*4A|!AIVDM,2,2,0,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7F|8|0|3160049|316|2|
|!AIVDM,2,1,6,A,8h3OwjQ?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*2B|!AIVDM,2,2,6,A,4p4@622223Js000,2*2E|8|3|3669962|316|2|
|!AIVDM,2,1,7,A,8h3OwjQ?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*7C|!AIVDM,2,2,7,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*78|8|3|3669962|316|2|
|!AIVDM,2,1,3,A,8030otA?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*49|!AIVDM,2,2,3,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7C|8|0|3160049|316|2|
|!AIVDM,2,1,8,A,8030otA?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl60pT,0*60|!AIVDM,2,2,8,A,4L5863JU000P59HE=B1=0U8UB3JWP00,2*55|8|0|3160049|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*66|!AIVDM,2,2,9,B,4p4@622223Js000,2*22|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*6D|!AIVDM,2,2,2,B,4p4@622223Js000,2*29|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*6A|!AIVDM,2,2,5,B,4p4@622223Js000,2*2E|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<4p4@,0*5F|!AIVDM,2,2,0,B,622223Js000,2*1B|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*6F|!AIVDM,2,2,3,A,4p4@622223Js000,2*2B|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*64|!AIVDM,2,2,8,A,4p4@622223Js000,2*20|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*38|!AIVDM,2,2,2,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7D|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*32|!AIVDM,2,2,8,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*77|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*3E|!AIVDM,2,2,4,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7B|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*3A|!AIVDM,2,2,0,A,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7F|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030otA?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*7C|!AIVDM,2,2,9,A,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*2D|8|0|3160049|316|2|
|!AIVDM,2,1,0,A,8030otA?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*42|!AIVDM,2,2,0,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6D|8|0|3160049|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*3C|!AIVDM,2,2,5,B,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*79|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl,0*38|!AIVDM,2,2,1,B,60pT4L5863JU000P59HE=B1=0U8UB3JWP00,2*7D|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<4p4@,0*5D|!AIVDM,2,2,1,A,622223Js000,2*19|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl60pT,0*1A|!AIVDM,2,2,2,A,4L5863JU000P59HE=B1=0U8UB3JWP00,2*5F|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030otA?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<4p4@,0*71|!AIVDM,2,2,3,A,622223Jb000@4lT60@E<L4LpE?Jc000,2*5E|8|0|3160049|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<CO3C3oU<;5<TwP04hLt<4p4@622223JU0004hLtl60pT,0*1F|!AIVDM,2,2,4,B,4L5863JU000P59HE=B1=0U8UB3JWP00,2*5A|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*06|!AIVDM,2,2,3,A,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*27|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*03|!AIVDM,2,2,6,A,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*22|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8h3OwjQ?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*7B|!AIVDM,2,2,8,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*65|8|3|3669962|316|2|
|!AIVDM,2,1,9,A,8h3OwjQ?0P6m70C<COC><oLCiU9P1P04hLtl61<5DiB223JT0010ti=@,0*0C|!AIVDM,2,2,9,A,D4n10ThF23JU0004hLt<4p4@622223JaP00,2*40|8|3|3669962|316|2|
|!AIVDM,2,1,5,A,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl60E5,0*76|!AIVDM,2,2,5,A,DTpuR3JWP004hLtl60TppuH5@wJ`000,2*57|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030otA?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0<tlD,0*76|!AIVDM,2,2,6,A,5F2223JTP004hLtl60E5DTpuR3JUP00,2*6B|8|0|3160049|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*01|!AIVDM,2,2,7,B,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*20|8|0|3160048|316|2|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*00|!AIVDM,2,2,6,B,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*21|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl,0*04|!AIVDM,2,2,2,B,60E5DTpuR3JWP004hLtl60TppuH5@wJ`000,2*25|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*36|!AIVDM,2,2,4,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*69|8|0|3160048|316|2|
|!AIVDM,2,1,9,A,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*3B|!AIVDM,2,2,9,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*64|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*33|!AIVDM,2,2,1,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6C|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*30|!AIVDM,2,2,2,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6F|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8h3OwjQ?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*20|!AIVDM,2,2,1,A,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0C|8|3|3669962|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<hjnsqi4tFe0084TF0<tlD5F2223JW0004hLtl60E5,0*77|!AIVDM,2,2,7,B,DTpuR3JWP004hLtl60TppuH5@wJ`000,2*56|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<4p4@,0*0A|!AIVDM,2,2,8,A,622223Jb000@4lT60@E<L4LpE?Jc000,2*55|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*31|!AIVDM,2,2,0,B,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6E|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*33|!AIVDM,2,2,2,B,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6C|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*34|!AIVDM,2,2,5,B,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6B|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*62|!AIVDM,2,2,1,B,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0F|8|0|3160048|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*60|!AIVDM,2,2,3,B,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0D|8|0|3160048|316|2|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*65|!AIVDM,2,2,6,B,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*08|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<4p4@,0*01|!AIVDM,2,2,0,B,622223Jb000@4lT60@E<L4LpE?Jc000,2*5E|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0<tlD,0*02|!AIVDM,2,2,1,B,5F2223JTP004hLtl60E5DTpuR3JUP00,2*6F|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*66|!AIVDM,2,2,6,A,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0B|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*62|!AIVDM,2,2,2,A,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0F|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*68|!AIVDM,2,2,8,A,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*05|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0,0*67|!AIVDM,2,2,7,A,<tlD5F2223JTP004hLtl60E5DTpuR3JUP00,2*0A|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8h3OwjQ?0P6m70C<CO<mGnsvD4srw01LTLDtr222222223JU0004hLt<,0*2F|!AIVDM,2,2,2,A,4p4@622223Js000,2*2A|8|3|3669962|316|2|
|!AIVDM,2,1,2,A,8030ot1?0P6m70C<CO<honsugTsmeP0HD@E84j0p4L5863JT00084TF0<tlD,0*02|!AIVDM,2,2,2,A,5F2223JTP004hLtl60E5DTpuR3JUP00,2*6F|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*26|!AIVDM,2,2,7,A,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*74|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*22|!AIVDM,2,2,3,A,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*70|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*20|!AIVDM,2,2,1,A,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*72|8|0|3160048|316|2|
|!AIVDM,2,1,8,A,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*29|!AIVDM,2,2,8,A,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*7B|8|0|3160048|316|2|
|!AIVDM,2,1,4,B,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*26|!AIVDM,2,2,4,B,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*74|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*22|!AIVDM,2,2,0,B,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*70|8|0|3160048|316|2|
|!AIVDM,2,1,9,B,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl,0*2B|!AIVDM,2,2,9,B,60E5DTpuR3JV0004hLtl60TppuH5@wJV000,2*79|8|0|3160048|316|2|
|!AIVDM,2,1,8,B,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*01|!AIVDM,2,2,8,B,4p4@622223JsP00,2*43|8|0|3160048|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*0C|!AIVDM,2,2,5,B,4p4@622223JsP00,2*4E|8|0|3160048|316|2|
|!AIVDM,2,1,1,B,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*08|!AIVDM,2,2,1,B,4p4@622223JsP00,2*4A|8|0|3160048|316|2|
|!AIVDM,2,1,0,B,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*09|!AIVDM,2,2,0,B,4p4@622223JsP00,2*4B|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl60E5,0*54|!AIVDM,2,2,3,A,DTpuR3JV0004hLtl60TppuH5@wJV000,2*06|8|0|3160048|316|2|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl60E5,0*52|!AIVDM,2,2,6,B,DTpuR3JV0004hLtl60TppuH5@wJV000,2*00|8|0|3160048|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<4p4@,0*3E|!AIVDM,2,2,7,B,622223JsP00,2*7C|8|0|3160048|316|2|
|!AIVDM,2,1,7,A,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*0D|!AIVDM,2,2,7,A,4p4@622223JsP00,2*4F|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*0B|!AIVDM,2,2,1,A,4p4@622223JsP00,2*49|8|0|3160048|316|2|
|!AIVDM,2,1,2,B,8030ot1?0P6m70C<COC<2oURW5==L004hLt<4p4@622223JT0004hLtl,0*05|!AIVDM,2,2,2,B,60pT4L5863JV000P59HE=B1=0U8UB3J`P00,2*4A|8|0|3160048|316|2|
|!AIVDM,2,1,0,A,8030ot1?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<4p4@,0*3A|!AIVDM,2,2,0,A,622223JsP00,2*78|8|0|3160048|316|2|
|!AIVDM,2,1,1,A,8030ot1?0P6m70C<COC<2oURW5==L004hLt<4p4@622223JT0004hLtl60pT,0*27|!AIVDM,2,2,1,A,4L5863JV000P59HE=B1=0U8UB3J`P00,2*68|8|0|3160048|316|2|
|!AIVDM,2,1,2,A,8030otA?0P6m70C<CO<n5nsvN4sqjP084TF0<tlD5F2223JU0004hLtl60E5,0*25|!AIVDM,2,2,2,A,DTpuR3JV0004hLtl60TppuH5@wJV000,2*07|8|0|3160049|316|2|
|!AIVDM,2,1,3,B,8030ot1?0P6m70C<COC<2oURW5==L004hLt<4p4@622223JT0004hLtl60pT,0*26|!AIVDM,2,2,3,B,4L5863JV000P59HE=B1=0U8UB3J`P00,2*69|8|0|3160048|316|2|
|!AIVDM,2,1,3,A,8h3OwjQ?0P6m70C<CO9;5oKj>59L2P10ti=@D4n10ThF23JTP004hLt<,0*70|!AIVDM,2,2,3,A,4p4@622223Jb000@4lT60@E<L4LpE?Jc000,2*6E|8|3|3669962|316|2|
|!AIVDM,2,1,3,A,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*34|!AIVDM,2,2,3,A,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*70|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*33|!AIVDM,2,2,4,A,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*77|8|0|3160048|316|2|
|!AIVDM,2,1,5,A,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*32|!AIVDM,2,2,5,A,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*76|8|0|3160048|316|2|
|!AIVDM,2,1,6,A,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*31|!AIVDM,2,2,6,A,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*75|8|0|3160048|316|2|
|!AIVDM,2,1,4,A,8h3OwjQ?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*4F|!AIVDM,2,2,4,A,4p4@622223JsP00,2*4C|8|3|3669962|316|2|
|!AIVDM,2,1,7,A,8030otA?0P6m70C<CO<nGnsv?4sqjP1LTLDtr222222223JUP004hLt<,0*7D|!AIVDM,2,2,7,A,4p4@622223JsP00,2*4F|8|0|3160049|316|2|
|!AIVDM,2,1,5,B,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*31|!AIVDM,2,2,5,B,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*75|8|0|3160048|316|2|
|!AIVDM,2,1,6,B,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*32|!AIVDM,2,2,6,B,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*76|8|0|3160048|316|2|
|!AIVDM,2,1,7,B,8030ot1?0P6m70C<CO<l5nsv`4st60084TF0<tlD5F2223JV0004hLtl,0*33|!AIVDM,2,2,7,B,60E5DTpuR3JVP004hLtl60TppuH5@wJVP00,2*77|8|0|3160048|316|2|
