NMEA|NMEA|NMEA|MSG|REPEAT|MMSI|DAC|FID|
|!AIVDM,2,1,9,B,8vjHWRh0Gh1DeiNDkaC<gwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*02|!AIVDM,2,2,9,B,wvh0,0*45|8|3|992356235|1|31|
|!AIVDM,2,1,7,B,8vjHWRh0Gh1DeiNDkaC<gwvlFR06EuOwgrW?wnSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992356235|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*71|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,5,B,8>jHDhh0Gwu`@iLw:IC<gwvlFR06EuOwgwl>4Tt9:B0Pd<wwsAwwnSB8wwh0,0*6A|!AIVDM,2,2,5,B,00,4*14|8|0|992351427|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhO999e0R5C<0HD60j06EuOwQIv1wnSwe7wvlOwwsAwwnSAM,0*6B|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,9,B,8vjHD<P0GwviL1REC1C<gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*27|!AIVDM,2,2,9,B,wvh0,0*45|8|3|992351282|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhN0T1Wi:UC<0@=hf606EuOwgr1IwnSwe7wvlOwwsAwwnSAP,0*68|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,4,B,8vjHD<P0GwviL1REC1C<gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*2A|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992351282|1|31|
|!AIVDM,2,1,5,B,8vjHD<P0GwviL1REC1C<gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992351282|1|31|
|!AIVDM,2,1,7,B,8vjHD<P0GwviL1REC1C<gwvlFR06EuOwgrV?wnSwe7wvlOwwsAwwnSGm,0*29|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992351282|1|31|
||!AIVDM,1,1,,A,8NjOsr00GhFmSiCCQ1C:000wFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*7C|8|1|992476136|1|31|
|!AIVDM,2,1,5,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*09|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992356232|1|31|
||!AIVDM,1,1,,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGmwvh0,0*66|8|3|992356232|1|31|
|!AIVDM,2,1,3,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*0F|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992356232|1|31|
|!AIVDM,2,1,6,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*0A|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356232|1|31|
|!AIVDM,2,1,4,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992356232|1|31|
|!AIVDM,2,1,0,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*0C|!AIVDM,2,2,0,B,wvh0,0*4C|8|3|992356232|1|31|
|!AIVDM,2,1,8,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*04|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992356232|1|31|
|!AIVDM,2,1,7,B,8vjHWR00Gh05I1NBtiC<gwvlFR06EuOwgrMownSwe7wvlOwwsAwwnSGm,0*0B|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992356232|1|31|
|!AIVDM,2,1,3,A,8>jQMJP0Gwi9OINie=C<QaQkej06EuOwgwl?wnSwe7wvlO3AmqwwnSB0,0*0E|!AIVDM,2,2,3,A,wwh000,4*49|8|0|992501098|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*75|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*72|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*76|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,8,B,8>jQMJP0Gwi9OQNieEC<QaQkej06EuOwgwl?wnSwe7wvlO3AmqwwnSB0wwh0,0*3E|!AIVDM,2,2,8,B,00,4*19|8|0|992501098|1|31|
|!AIVDM,2,1,9,A,8>jHD2@0Gwn;?QS`21C<RAQfe0;vEuFAgwl?wnSwe7wvlOwwsAwwnSGm,0*5A|!AIVDM,2,2,9,A,wvh0,0*46|8|0|992351241|1|31|
||!AIVDM,1,1,,B,8vjHWS00Gh21biN?vaC<gwvlFR06EuOwgrWgwnSwe7wvlOwwsAwwnSGmwvh0,0*77|8|3|992356236|1|31|
|!AIVDM,2,1,1,B,8vjHWS00Gh21biN?vaC<gwvlFR06EuOwgrWgwnSwe7wvlOwwsAwwnSGm,0*1C|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356236|1|31|
|!AIVDM,2,1,6,B,8vjHWS00Gh21biN?vaC<gwvlFR06EuOwgrWgwnSwe7wvlOwwsAwwnSGm,0*1B|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356236|1|31|
|!AIVDM,2,1,7,A,8>jQN=@0GwlogAQaoMC<PHLOc606EuOwgwl?wnSwe7wvlO1A;AwwnSB4,0*5B|!AIVDM,2,2,7,A,wwh000,4*4D|8|0|992501301|1|31|
|!AIVDM,2,1,4,B,8vjHWQ00GwwJlAN>g9C<gwvlFR06EuOwgr1GwnSwe7wvlOwwsAwwnSGm,0*12|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992356228|1|31|
||!AIVDM,1,1,,B,8vjHWQ00GwwJlAN>g9C<gwvlFR06EuOwgr1GwnSwe7wvlOwwsAwwnSGmwvh0,0*7C|8|3|992356228|1|31|
|!AIVDM,2,1,2,B,8vjHWQ00GwwJlAN>g9C<gwvlFR06EuOwgr1GwnSwe7wvlOwwsAwwnSGm,0*14|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992356228|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhGEQiUb2MC<0HD`5206EuOwQOl?wnSwe7wvlOwwsAwwnSGm,0*6B|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhPr=QcpFmC<0@D?Qv06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*2D|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhPr=QcpFmC<0@D?Qv06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*2E|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhPr=QcpFmC<0@D?Qv06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1E|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhPr=QcpFmC<0@D?Qv06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*17|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,9,B,8vjHD:@0Gwvt1ARGOAC<gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*07|!AIVDM,2,2,9,B,wvh0,0*45|8|3|992351273|1|31|
|!AIVDM,2,1,6,B,8vjHD:@0Gwvt1ARGOAC<gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*08|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992351273|1|31|
|!AIVDM,2,1,1,B,8vjHD:@0Gwvt1ARGOAC<gwvlFR06EuOwgrVgwnSwe7wvlOwwsAwwnSGm,0*0F|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992351273|1|31|
|!AIVDM,2,1,4,B,8vjHWSP0Gh2Q`1N6nQC<gwvlFR06EuOwgrWownSwe7wvlOwwsAwwnSGm,0*6A|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992356238|1|31|
||!AIVDM,1,1,,B,8vjHWSP0Gh2Q`1N6nQC<gwvlFR06EuOwgrWownSwe7wvlOwwsAwwnSGmwvh0,0*04|8|3|992356238|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhRhUAeB0UC<0PD2PF06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2C|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,4,A,8@2R5Ph0GhRhUAeB0UC<0PD2PF06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2D|!AIVDM,2,2,4,A,wvwt,0*10|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhFm8q`::eC<005D:R06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*33|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhO93abb?UC<0@BiF:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*2A|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhO93abb?UC<0@BiF:06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhO93abb?UC<0@BiF:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*24|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhO93abb?UC<0@BiF:06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*25|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhG?AaVUO5C<?wvlFR06EuOwgwl>0jOwe7wvlOwwsAwwnSAVwvwt,0*70|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhG?AaVUO5C<?wvlFR06EuOwgwl>0jOwe7wvlOwwsAwwnSAV,0*47|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhRN2if;d=C<0hL?1r06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*5F|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhP?dQdK4UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*28|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhP?dQdK4UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*29|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8NjOsr00GhFPMiC1@QC:0pQwnR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*55|8|1|992476136|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhFm8q`::eC<005D:R06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*0A|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhGEQiUb2MC<0HD`5206EuOwQOl?wnSwe7wvlOwwsAwwnSGm,0*60|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*01|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*02|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*35|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhQuTQe0G5C<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*31|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*7D|!AIVDM,2,2,8,A,wvwt,0*1C|8|1|2655619|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*74|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhDgKqbgmeC<1Hn7@r06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*73|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhFJSQ`TQeC<?wvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAT,0*1F|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhFJSQ`TQeC<?wvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAT,0*1B|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhFJSQ`TQeC<?wvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAT,0*14|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,7,A,8@2R5Ph0GhFJSQ`TQeC<?wvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAT,0*1A|!AIVDM,2,2,7,A,wvwt,0*13|8|1|2655619|1|31|
|!AIVDM,2,1,5,A,8@2R5Ph0GhFJSQ`TQeC<?wvlFR06EuOwgr0IwnSwe7wvlOwwsAwwnSAT,0*18|!AIVDM,2,2,5,A,wvwt,0*11|8|1|2655619|1|31|
|!AIVDM,2,1,4,B,8>jQMJP0Gwi9OQNieEC<QaQkej06EuOwgwl?wnSwe7wvlO3AmqwwnSB0,0*6A|!AIVDM,2,2,4,B,wwh000,4*4D|8|0|992501098|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhFqTAcOn=C<?wvlFR06EuOwgr2iwnSwe7wvlOwwsAwwnSGmwvwt,0*62|8|1|2655619|1|31|
|!AIVDM,2,1,8,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGm,0*25|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992356227|1|31|
|!AIVDM,2,1,1,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGm,0*2C|!AIVDM,2,2,1,B,wvh0,0*4D|8|3|992356227|1|31|
|!AIVDM,2,1,5,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGm,0*28|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992356227|1|31|
||!AIVDM,1,1,,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGmwvh0,0*47|8|3|992356227|1|31|
|!AIVDM,2,1,6,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGm,0*2B|!AIVDM,2,2,6,B,wvh0,0*4A|8|3|992356227|1|31|
|!AIVDM,2,1,4,B,8vjHWPh0Gh0f1aN<:QC<wwvlFR06EuOwgrUownSwe7wvlOwwsAwwnSGm,0*29|!AIVDM,2,2,4,B,wvh0,0*48|8|3|992356227|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhDs2qbn@5C<1Hr5@b06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*52|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8>j`>E@0GhQsaaSnumC<h?v<FP86EuFb?rvswnSwe7wvlOwwsAwwnSATwwh0,0*20|8|0|992611925|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhPr=QcpFmC<0@D?Qv06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*1F|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8Njjo600GhI5KaCNf1C<PhP;FPFaquFcgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*64|8|1|992786200|1|31|
|!AIVDM,2,1,2,A,8@28j6h0Gwv<kQ4kDQC2i?ujnR06EuOwgwl?wnSwe7wvlO0PVn0003Gm,0*1E|!AIVDM,2,2,2,A,wvh0,0*4D|8|1|2241051|1|31|
|!AIVDM,2,1,1,A,8@28nBP0Gwl6B13Ba1C2hOvaFR06EuOwgqu7wnSwe7wvlO21`7wwnSGm,0*13|!AIVDM,2,2,1,A,wvh0,0*4E|8|1|2242122|1|31|
|!AIVDM,2,1,4,A,8@28nOP0GworHQ38rQC2iWubnR06EuOwgwl?wnSwe7wvlO0hVh0QVgGm,0*46|!AIVDM,2,2,4,A,wvh0,0*4B|8|1|2242174|1|31|
|!AIVDM,2,1,0,B,8@28nOP0GworHQ38rQC2iWubnR06EuOwgwl?,0*10|!AIVDM,2,2,0,B,wnSwe7wvlO0hVh0QVgGmwvh0,0*1D|8|1|2242174|1|31|
|!AIVDM,2,1,2,A,8@28jPh0Gh7j32V`41C2i?ujFR06EuOwgqwWwnSwe7wvlO1A@`1RRkGm,0*3E|!AIVDM,2,2,2,A,wvh0,0*4D|8|1|2241155|1|31|
|!AIVDM,2,1,8,A,8@28n@h0GwhbSQ?OsQC2iWulFR06EuOwgrBOwnSwe7wvlO8Ba>@UBOGm,0*7D|!AIVDM,2,2,8,A,wvh0,0*47|8|1|2242115|1|31|
|!AIVDM,2,1,4,A,8@28n@h0GwhbSQ?OsQC2iWulFR06EuOwgrBOwnSwe7wvlO8Ba>@UBOGm,0*71|!AIVDM,2,2,4,A,wvh0,0*4B|8|1|2242115|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhFm8q`::eC<005D:R06EuOwgwl?wnSwe7wvlOwwsAwwnSGm,0*32|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,8,B,8vjHWQ@0GwwfOANA>AC<wwvlFR06EuOwgr7gwnSwe7wvlOwwsAwwnSGm,0*09|!AIVDM,2,2,8,B,wvh0,0*44|8|3|992356229|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhE@@iaQeUC<1@if=j06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*71|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhNarAag@UC<0`Is?J06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvwt,0*64|8|1|2655619|1|31|
|!AIVDM,2,1,3,B,8vjHD;h0Gww2P1RBBAC<wwvlFR06EuOwgragwnSwe7wvlOwwsAwwnSGm,0*5D|!AIVDM,2,2,3,B,wvh0,0*4F|8|3|992351279|1|31|
|!AIVDM,2,1,2,B,8vjHD;h0Gww2P1RBBAC<wwvlFR06EuOwgragwnSwe7wvlOwwsAwwnSGm,0*5C|!AIVDM,2,2,2,B,wvh0,0*4E|8|3|992351279|1|31|
||!AIVDM,1,1,,A,8>j`>E00GhQuUASnj=C<wwvlFR06EuOwgrw1wnSwe7wvlOwwsAwwnSGmwwh0,0*38|8|0|992611924|1|31|
|!AIVDM,2,1,7,B,8>jAUp00Gh11<Q:BOMC<hPI5aPF3tInlgwl?wnSwe7wvlOwwsAwwnSGm,0*4A|!AIVDM,2,2,7,B,wwh000,4*4E|8|0|992241120|1|31|
|!AIVDM,2,1,7,B,8vjHD;h0Gww2P1RBBAC<wwvlFR06EuOwgragwnSwe7wvlOwwsAwwnSGm,0*59|!AIVDM,2,2,7,B,wvh0,0*4B|8|3|992351279|1|31|
|!AIVDM,2,1,5,B,8vjHD;h0Gww2P1RBBAC<wwvlFR06EuOwgragwnSwe7wvlOwwsAwwnSGm,0*5B|!AIVDM,2,2,5,B,wvh0,0*49|8|3|992351279|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhG?saVTeuC<?wvlFR06EuOwgwl>0kSwe7wvlOwwsAwwnSAb,0*30|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,8,B,8@28nKP0Gh66UQ<VCQC2hGu;nR06EuOwgwl?wnSwe7wvlO112<1RTKGm,0*0E|!AIVDM,2,2,8,B,wvh0,0*44|8|1|2242158|1|31|
|!AIVDM,2,1,5,B,8@28n@h0GwhbSQ?OsQC2iWulFR06EuOwgrBOwnSwe7wvlO8Ba>@UBOGm,0*73|!AIVDM,2,2,5,B,wvh0,0*49|8|1|2242115|1|31|
|!AIVDM,2,1,1,B,8@28n@h0GwhbSQ?OsQC2iWulFR06EuOwgrBOwnSwe7wvlO8Ba>@UBOGm,0*77|!AIVDM,2,2,1,B,wvh0,0*4D|8|1|2242115|1|31|
|!AIVDM,2,1,2,B,8@28j600GwwRe18;;QC2h?u?nR06EuOwgr1ownSwe7wvlO0iAl1RScGm,0*47|!AIVDM,2,2,2,B,wvh0,0*4E|8|1|2241048|1|31|
|!AIVDM,2,1,4,B,8@28nBP0Gwl6B13Ba1C2hOvaFR06EuOwgqu7wnSwe7wvlO21`7wwnSGm,0*15|!AIVDM,2,2,4,B,wvh0,0*48|8|1|2242122|1|31|
|!AIVDM,2,1,3,B,8@28jPh0Gh7j32V`41C2i?ujFR06EuOwgqwWwnSwe7wvlO1A@`1RRkGm,0*3C|!AIVDM,2,2,3,B,wvh0,0*4F|8|1|2241155|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhGVvQUbQUC<?wvlFR06EuOwgr1awnSwe7wvlOwwsAwwnSGmwvwt,0*31|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8@28nAh0Gwgc2Q=8QQC2i7uknPEvEuFkgqu60E;we7wvlO8jpr?003BcuUh0,0*4A|8|1|2242119|1|31|
|!AIVDM,2,1,1,A,8@2R5Ph0GhGEQiUb2MC<0HD`5206EuOwQOl?wnSwe7wvlOwwsAwwnSGm,0*63|!AIVDM,2,2,1,A,wvwt,0*15|8|1|2655619|1|31|
|!AIVDM,2,1,8,B,8>jAUs00Gh0vUa:@;eC<hPHv80GStLnhgwl?wnSwe7wvlOwwsAwwnSGm,0*1C|!AIVDM,2,2,8,B,wwh000,4*41|8|0|992241132|1|31|
||!AIVDM,1,1,,B,8NjOsr00GhFqkqBv@qC:0`JMFR06EuOwgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*36|8|1|992476136|1|31|
||!AIVDM,1,1,,A,8>j`>Dh0GhQvuaSmr=C<hGvUnP86EuF`?rwqwnSwe7wvlOwwsAwwnSASwwh0,0*73|8|0|992611923|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhV2>ilEaUC<0PH0P424UuF`1Ol?wnSwe7wvlOwwsAwwnSAUwvwt,0*78|8|1|2655619|1|31|
||!AIVDM,1,1,,B,8Njjne00GhI8t1CK5AC<Ppd6FPGR5uFcgwl?wnSwe7wvlOwwsAwwnSGmwvh0,0*26|8|1|992786100|1|31|
|!AIVDM,2,1,4,A,805GdW00GjuoMp2?>h3:gwvlFR06EuOwgr1GwnSwe7wvlOwwsAwwnSGm,0*1B|!AIVDM,2,2,4,A,wvh,2*79|8|0|5631132|1|31|
|!AIVDM,2,1,9,A,805GdW00GjuoMp2?>h3:gwvlFR06EuOwgr1GwnSwe7wvlOwwsAwwnSGm,0*16|!AIVDM,2,2,9,A,wvh,2*74|8|0|5631132|1|31|
||!AIVDM,1,1,,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGmwvwt,0*4E|8|1|2655619|1|31|
|!AIVDM,2,1,3,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*7C|!AIVDM,2,2,3,A,wvwt,0*17|8|1|2655619|1|31|
|!AIVDM,2,1,2,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*7D|!AIVDM,2,2,2,A,wvwt,0*16|8|1|2655619|1|31|
||!AIVDM,1,1,,A,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGmwvh0,0*3F|8|3|992356239|1|31|
|!AIVDM,2,1,0,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*7F|!AIVDM,2,2,0,A,wvwt,0*14|8|1|2655619|1|31|
|!AIVDM,2,1,8,A,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGm,0*5D|!AIVDM,2,2,8,A,wvh0,0*47|8|3|992356239|1|31|
|!AIVDM,2,1,9,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*76|!AIVDM,2,2,9,A,wvwt,0*1D|8|1|2655619|1|31|
|!AIVDM,2,1,5,,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGmwv,0*10|!AIVDM,2,2,5,,h0,0*0A|8|3|992356239|1|31|
|!AIVDM,2,1,6,A,8@2R5Ph0GhFIBibc:UC<?wvlFR06EuOwiOl?wnSwe7wvlOwwsAwwnSGm,0*79|!AIVDM,2,2,6,A,wvwt,0*12|8|1|2655619|1|31|
|!AIVDM,2,1,9,A,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGm,0*5C|!AIVDM,2,2,9,A,wvh0,0*46|8|3|992356239|1|31|
|!AIVDM,2,1,6,,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGmwv,0*13|!AIVDM,2,2,6,,h0,0*09|8|3|992356239|1|31|
|!AIVDM,2,1,1,A,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGm,0*54|!AIVDM,2,2,1,A,wvh0,0*4E|8|3|992356239|1|31|
|!AIVDM,2,1,7,,8vjHWSh0Gh2aR1Nf0iC<wwvlFR06EuOwgrSOwnSwe7wvlOwwsAwwnSGmwv,0*12|!AIVDM,2,2,7,,h0,0*08|8|3|992356239|1|31|
